original_text,augmented_text,similarity
भोट माग्नुस् मागेर नपाईने भए यसरी किन्नुहोस त्यो पनि नसके च्यात्नुस् चपाउनुस् वा यस्तै यस्तै गर्नुहोस जसरी हुन्छ आफ्नो पक्षमा नतिजा ल्याउनुस्,"यदि मतदानका लागि माग गर्न सम्भव छैन भने, यसलाई यस प्रकारले किन्नुहोस् । यदि मतदानका लागि माग गर्न सम्भव छैन भने, यसलाई यस प्रकारले किन्नुहोस् । यदि मतदानका लागि माग गर्न सम्भव छैन भने, यसलाई यस प्रकारले किन्नुहोस् ।",0.99342096
देखिस तलाइ एमाले जनता ले भोट कहाँ हाले,त्यसपछि पाकिस्तानका मानिसहरू भोतमा आए।,0.99635977
एमाले र निर्वाचन अधिकृत बरालले कीर्ते काण्ड गरे कांग्रेससहितका दलले हर्कत पत्ता लगाए REPUBLICADAINIK,"वाशिंगटन, डीसी (SW) - संयुक्त राज्य अमेरिकी कङ्ग्रेस (कङ्ग्रेस) र संयुक्त अधिराज्य (अमेरिका संयुक्त राज्य)ले နိုင်ငံबाट विदेशीहरूलाई निकाल्न अनुमति दिने नयाँ संविधानमा सहमति जनाए ।",0.9947133
राष्ट्रिय ढिकुटी देउवा कि बुडीको बिर्तानिजी पेवा राष्ट्रभएको गाणतन्त्र,Country singing system of the country,0.9910437
भोट त लौरोमा हाल्ने हो रुखमा त मल हाले हुन्छ ।,जब मानिसहरूले चिट्ठाहरू फ्याँकिदिन्छन् तब रूखहरू नाश हुन्छ।,0.99767643
मासु भात बियर पश्चात् मौन भन्या होइन हात्ती रातदिन हिडि रहेको सुनिन्छ त निर्वाचन आयोगले नदेख्या हो कि छानबिन नगरेको हो ।,"हतियार दिन रात हिडिरहेको देखिन्छ, बाथ बियर पछि शान्त रूपमा होइन, त्यसैले आयोगले यसलाई अनुसन्धान नगरिएको देखाएको छैन ।",0.9962875
धादिंग थाक्रे गाउपालिकामा नेकपा एमालेको नामबाट २ जना उम्मेदवार रामकुमार आचार्य र कृष्ण पन्त होईन निर्वाचन कार्यलयका कर्मचारी पनी गाजा खायर बस्छन कि के हो,दोजना प्रत्यायोजनहरू रामकुमार आचार्य र कृष्ण पेन्टलाई धाडिङ थाक्रे नगरपालिकामा नामकरण गरिएको छ।,0.9984239
२० वर्ष अघि बन्दुक बोकिनस् भने तेरो घर उडाईदिन्छु २० वर्ष पछि मेरो छोरीलाई भोट हालिनस् भने देशै उडाइदिन्छु। शैलि उस्तै प्रक्रिया फरक। तिमारका बाउको बिर्ता होर नेपाल कि के भन्नु खोजेको हो,"२० वर्ष पछि, यदि मेरी छोरीले मत प्राप्त गर्छ भने, म उसलाई घर पठाउनेछु। उही प्रक्रिया भिन्न छ।",0.99771535
त्यो भन्ने हैसियत एमाले सङ मात्र छ काग्रेश त माउबादी भैसक्यो होइन र,"त्यो देशको रङ मात्र हो, त्यो देशको रङ मात्र हो ।",0.99176383
चुनावको प्रचार प्रसारमा आचार संहिता उल्लंघनमा सुधार भएनः इओसी नेपाल,इओसी नेपाल: निर्वाचन प्रकाशनमा आचरण सङ्केतको उल्लंघन सुधार भएको छैन,0.99811244
एमाले चुनावमा कसरी जित्ने रहिछ छर्लङ्ग सोसल मिडियामा देखिरहेको छ। जनतालाई लोभ मोह देखाएर पैसा बाडेर चुनावमा जित्ने अनि पछि चुनावमा जितिसकेपछि भष्टाचार गर्दै चुनावमा अगि बाडेको पैसा उठाउने घर जग्गा जोड्ने गफ देश भष्टाचार मुक्त बनाउछु भन्दै बस्ने जो जस्तो मै हु भन्ने आए पनि नेपाल,चुनाव जित्नका लागि सामाजिक सञ्जालमा देखाइन्छ। मानिसहरूलाई भोकप्रतिको प्रेम देखाएर पैसा दिएर चुनाव जित्न र त्यसपछि घरहरू निर्माण गरेर र भूमि थपेर चुनावमा पैसा जुटाएर चुनावमा पैसा उठाउने गरेर कपट गरेर र चुनावपछि पैसा जुटाएर चुनाव जित्न।,0.9979682
ऐले सम्म देउवा र पौडेल मिलेको देखेको थिएन यतिका कांग्रेस मिल्दा नि रेनु दाहालले हारीन भने नारायणीको किनारमा बसेर भुइँकटर खाने बस्ने,"मैले उहाँलाई पहिले कहिले भेटेको थिएन। यसर्थ जब कङ्ग्रेसले भेट्यो, निरेनुले हारिनलाई भने, “ नारायणीको किनारमा बस अनि भूइँचालो खानु।”",0.9975495
एमाले ले राजधानीलाई केबल लुटी खाने भाडो मात्र बनाएको छ पटक पटक चुनाब जितेर राजधानी लाई संसारकै अस्तब्यस्त कुरुप र प्रदुषित शहर बनाउने एमाले लाई यो पटक चुनाब बाट पाखा लगाएर राजधानी लाई संसार कै सुन्दर सभ्य र आधुनिक शहर निर्माण गर्ने नौलो अभियान को शुरुवात होस,"चुनाव छ पटक जितेर राजधानीलाई विश्वको सबैभन्दा सुन्दर, सभ्य र आधुनिक शहर बनाउन नयाँ अभियान सुरु गरौं र राजधानीलाई विश्वको सबैभन्दा सुन्दर, कच्चा र प्रदूषित शहर बनाउनु।",0.99856126
भोट् हाल्नेकाम सकियो । अब जिते उम्मेदवारको एकल प्रयत्नबाट र हारे पार्टीको अन्तरघातजालझेल पैसाले किनेर भन्दै आरोप लाउने चनावी नारा त कायमै त होला नि ।,"मतदान गरिएको थियो। अहिले च्यानाभीको घोषणा, जसले विजेता प्रत्यायोजनलाई एकल प्रयास र पार्टीको पैसाको षडयन्त्रबाट खरिदको आरोप लगाएको सदा एक समान हुनेछ।",0.99846524
पेट्रोलका लागि बाँस भन्दै भरतपुर बासीलाई आस देखाएर घाँस खुवाउने एमाले तर्फका उम्मेदवार विजय सुवेदीलाई के भन्ने,भारतपुरका गाउँलेहरूलाई पेट्रोका लागि भोकाएको बताउनका लागि पंखेटा देखाएर घाँसलाई खुवाउने विजय पटेललाई संसदको पक्षका प्रत्यायोजनले के भन्नुहुन्छ?,0.9986793
पोखराका जनता सवै भन्दा भेडा लाग्यो मलाई । हामिले काठमाण्डैमा बलेनको लैरोमा सपोर्ट गरेपनि हाम्रो छेत्रमा स्वतन्त्रलाई सारै हेपेउँ । पार्टिगतलाई तर्साउन भएपनि केही हद सम्म सवतन्त्रलाई भोट जानु पर्थ्यो ।,"यद्यपि हामीले काठमान्डुमा बालेनको लारोलाई समर्थन गर्यौं, तर हामीले हाम्रो छविमा स्वतन्त्रता देख्न सकेनौं।",0.9979362
सिरहा नगरपालिका वडा नम्बर १३ मा नेकपा एमालेका सचिन कुमार साह पुनः निर्वाचित भएपछि विजयी जुलुस निकाले पछि कांग्रेस कार्यकर्ताले ढुङ्गा मुडा गर्दै सिरहा बजार,साचिन कुमार शाह नगरको १३ औं जिल्लामा नगरका मेयरको रूपमा पुन: निर्वाचित भएपछि कांग्रेसीहरूले नगर बजारलाई ढुङ्गाले हिर्काए।,0.9977712
सुर्खेतमा एमाले र कांग्रेस कार्यकर्ताबीच झडप प्रहरीसहित ६ जना घाइते,सूरखान्डमा एसAARC र कङ्ग्रेसका अधिकारकर्मीहरूबीच लडाइँमा पुलिसकर्मीहरू समेत ६ जना घाइते भए।,0.996926
यो फोटोमा गल्ती यी भोट माग्दै हिंड्ने लूटेराहरुको होइन यी लूटेराहरुले केहि गर्दैनन् भने थाहा हुदाहुदै पनि नमस्कार गररे र फेरि पनि यिनैलै भोट हालेर जिताएर लूटनको लागि लाइसेन्स दिने तपाई हामी जनता को हो,"यदि लुटेरहरूले केही गर्दैनन् भने, म जान्दछु कि तिमीहरूले तिनीहरूलाई स्वागत गरेका छौ र एकपल्ट पनि तिमीहरू नै ती मानिसहरू हौ जसले हामीलाई मत र लुट्ने अनुमति दिन्छौ।",0.9976214
कांग्रेस र एमाले सही पात्र छान्न सकेनन्। टीकट दिनेले नजिकको पात्र अर्धाङ्गिनी र सन्जालमा यौनदुराचारी भनि गनाएकोलाई ।,र कङ्ग्रेसले सही क्यारेक्टरहरू छान्न सकेन ।,0.99670106
लाज लाग्दैन हिजो के भन्थो चितवन को सभापति आज कतिमा बिक्यो मित्र,भिन्टो चिटवानका सभापतिले हिजो के भने र आज कति बिक्री गरे भन्ने कुरा फेला पार्न धेरै समय लाग्दैन ।,0.9969861
भुटान हैन कि किनकिऊ जहिले पनि ठूल्दाइकै भक्त हो नेपालका भाइहरुको चाहिँ बिदेश नीति थरी थरी हुनेगरेकोले श्रीलङ्का पछि नेपाल प्राथमिकतामा होला जस्तो लाग्छ मलाई,"मलाई लाग्छ कि नेपाल श्रीलंका पछिको प्राथमिकता हुनेछ, किनभने विदेशी नीति नेपालका भाइहरूका लागि अति ढिलो हुनेछ ।",0.9977669
प्रचण्ड भनेका ढाडे बिराला हुन् । जस्ले ठूलो कचौरिमा दूध भात राख्छ उसैको मा जान्छन् । हिजो ओलीको मा दुधभात खान गाका थे एमाले सक्काए आज देउवाको मा खान आका छन् काङ्ग्रेस सक्काउछन् । देसलाइ १० बर्ष पछि धकेल्ने ढाडे बिरालोलाइ दुधभात नदिउ रेणुलाइ हराउ,यदि कुनै मानिसले ठूलो भाँडामा एउटा भाँडोमा दूध हाल्छ भने त्यो मानिस त्यो मानिसकहाँ जान्छ। हिजो बिहान तिनीहरूले दूध खान थाले। आज बिहान तिनीहरूले दूध खान थाले। अनि आज कङ्ग्रेसले दूध खान थाले।,0.99773103
दुखद खबर नेपाली कांग्रेसबाट टिकट नपाए पछि बागी उठेका सुनसरी जिल्लाको रामधुनी नगरपालिका वडा नम्बर ६ को वडाध्यक्ष उम्मेदवार गणेशबहादुर पौडेललाई काङ्ग्रेस नेताले बारम्बार धम्की दिएका कारण झुन्डिएर आत्महत्या गरेका छ्न। थुक्क काँउरेसका नेता हगने।,समाचार यस्तो छ कि सुनापुर जिल्ला स्थित रामधुनी नगरपालिकाको छैटौं कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छा कान्छ,0.98123896
अर्कों पार्टी को सांसद ले सांसद मा फ्लोर कर्स गर्दा त्यो पार्टी को निर्णय कार्यनन गर्न नदिने हत्यारा शभामुख र कांग्रेस पार्टी आज आफ्ना कार्यकर्ता ले स्वतन्त्र उम्मेदवारी दिदा पार्टी को कार्बाही रे यही हो लोकतंत्र१७ हजार मार्ने मराउने प्रचण्ड र देउवाको असली रूप जनता ले देखिसके,"जब अर्को पार्टीका सांसदले सांसदको पक्षमा मतदान गरे, हत्यारा शावामुख र कङ्ग्रेस पार्टीले पक्ष नबनाउँने निर्णय गरे। आज, पार्टीका कामदारहरूले उनीहरूको स्वतन्त्रताको लागि आह्वान गरे। यो पार्टीको प्रचार हो।",0.9978156
दिदीले सुनिल थापा मेयर मा उठेको भए १००० भन्दाबढी बलात्कार को मुद्धा हाल्नुहुदो रैछ भन्ने लाग्यो।,"यदि दि सुनिल थापा मेयर भए, १००० भन्दा बढी बलात्कार विजेता हुनेथ्यो ।",0.99804485
हेल्लो बाख्रा काजी तिम्रो पार्टीको सभापति प्रधानमन्त्रीको पत्नीले देश र जनताको अपमान गर्दै कांग्रेसले नजितेको ठाउँमा पैसा नपठाउने कुरा गर्दैछिन् तिम्रो कानको जाली फुटेको छैन भने तुरुन्तै टिउसन पढाउन जाऊ,"तपाईंका पार्टीका अध्यक्ष, प्रधानमन्त्रीकी पत्नीले देश र जनतालाई अपमान गर्दैछन् र भन्छन्, कङ्ग्रेसले अप्रिय ठाउँमा पैसा पठाउने छैन। यदि तपाईंका कानहरू भाँचिएन भने, तुरून्तै समाचारहरू पढेर जानुहोस्।",0.99819636
नेपाल काङ्ग्रेस पार्टी माओवादी एसमोर्चा स्वार्थबाद भोट हालौ सुर्यमा नेकपा एमाले जिन्दावाद,कङ्ग्रेस पार्टी मओइस्ट असेम्बेली स्वाधीनता आंदोलन सूर्यमा मत परिवर्तन,0.99787146
सात सुर्य सुन्य छाप भ्रष्टाचारी एमाले पत्तासाफ ।,सुनले मुद्रित सातवटा भ्रष्ट समाचारपत्र पत्ता लगाइयो ।,0.99808687
एउटा नेता भोट माग्दै एक जना बृद्धको घरमा पुगे र ति बृद्धको हातमा रु १००० थमाउदै भने बाबा यसपालि भोट चाही मैलाई नै दिनु है ती बृद्धले पैसा लिन इन्कार गर्दै भने बाबु म बुढोलाई पैसा चाहिदैन तर यदि तिमीलाई मेरो भोट चाहिएकै हो भने एउटा गधा किनेर देउ मलाई,"जब नेता बूढा-प्रधानको घरमा आएर मतदान माग्न आए, उनले हजार रुपियाँ आफ्नो हातमा राखे। उनले भने, “बाबु, म त्यो मत चाहन्छु। मलाई त्यो देऊ।” बूढा-प्रधानले पैसा लिन अस्वीकार गरे। “बाबु, म बूढा-प्रधानबाट पैसा चाहन्न, तर यदि तपाईंले मेरो मत चाहनुहुन्छ भने मलाई एउटा गधा किन्नुहोस्।”",0.9983466
न विचार मिल्छ न ब्यवहार तै पनि सत्ताको लागि ठगबन्धन र झालझेल काङ्ग्रेस पुँजीवादी र राप्रपा राजावादी को कुरै नगरौ तर कम्युनिस्ट भनाउदा एमाले र माओवादीलाई लाज लाग्नु पर्ने होईन र,"तर यदि तपाईँले यसलाई साम्यवादी भनेर बोल्नु भयो भने, तपाईँले पूंजीवादी र माओवादीहरूको लागि लज्जित हुनु पर्दैन, र यदि तपाईँले यसलाई साम्यवादी भनेर बोल्नु भयो भने, तपाईँले मानिसहरूको लागि लज्जित हुनु पर्दैन ।",0.99605215
त जस्तो झिगा ले सरापेर डिगो मर्दैन।एमाले देश को पहिलो शक्ति हो हुन्छ।र रहान्छ। समृद्ध नेपाल सुखी नेपाली बनाएर छाड छ। हेर्दै जाउ,"जिगाले धिक्कार गरे झैं, देगो मर्दैन। देश पहिलो शक्ति हो।",0.9986054
आउदो चुनावमा पनि सडेकागलेकाकुहिएकागन्हाएका पार्टी र तिनका उम्मेदबार हरु त छन नै र बिभिन्न प्रलोभनमा सोझा जनतालाई भ्रम पनि छरी रहेका छन। जस्तो कि काठमाण्डू महानगरमा धुलो धुवा हिलो खाल्डा खुल्डी र फोहर त छुमन्तर नै गरी दिन्छन।ज़बकी हरेक चुनावमा तिनीहरु नै महानगरका मेयर भएका थिए।,"दुईवटा चुनावमा पनि त्यहाँ पक्षहरू र तिनीहरूका राजदूतहरू छन्, र विभिन्न अभियानहरूमा पनि त्यही मानिसहरू मूर्ख बनिन्छन्। काठको महानगरमा जस्तै धुलो र फोहर फ्याँकिदिन्छ र धुलो फ्याँकिदिन्छ।",0.99839604
एमाले कांग्रेस र माओवादीलाई भोट हाल्नु साँढेको टाङमुनि बाल्टी थाप्नु जस्तै हो राजेन्द्र लिङ्देन,कङ्ग्रेस र माओवादियोंमाथि मत लगाइदिनु गोरूको टाउकोको रजेन्द्र लिन्डेनको अधीनमा मत लगाइदिनु जस्तै हो।,0.9986727
इतिहासकै नालायक प्रधानमन्त्री भनेकै शेर बहादुर देउवा हुन न बोल्न आउँछ न कहाँ कसरी प्रस्तुत हुने जानकारी छ न बोली नै बुझिन्छ यस्ता बाट शाशित हुनु दुर्भाग्य ।,"यो दुर्भाग्यपूर्ण छ कि शेर बहादुर जस्ता इतिहास नभएका प्रधानमन्त्रीद्वारा नेतृत्व गरिन्छन्। उनी बोल्न आउने छैनन्, उनी कहाँ प्रस्तुत हुनका लागि कुनै सूचना छैनन्, र उनी कसरी बोल्ने बुझ्दैनन्।",0.99716693
हिजो MCC पास गर्नेलाई काट्नु पर्छ भन्ने हरु आज झन्डा उचालेर मासुभात खाँदै कांग्रेसएमाले माओवादी जिन्दावाद भन्दै फिटान भएर हिडेका छन नेपालीको लेबल यति नै हो। अरु आस गर्न पनि सकिन्नगणेशमानले त्यसै भनेको हैन नेपाली भेडा हौ भनेर,"जसले हिजो MCC पास काट्नु परेको बताए, अब झण्डाबाट भागेर भुस खान्छन् र कङ्ग्रेसीय समितिलाई माओइवाद लिंगवाद भनेर बोलाउँछन् । त्यो समितिको नाम हो ।",0.9988006
श्री निर्वाचन आयोग आचारसंहिताविपरीत काम गर्नेलाई कारवाही गर्न नसकेको कि नचाहेकोकोही हाक्का हाकि धम्की दिँदै हिडेका छन्कोही राज्यकोषको ढुकुटीलाई कसको धन के जातिको श्राद्ध जस्तो गरिराछन्। कानुनी राज र विधिको शासन यही हो त,यो नियम र नियमको शासन हो ।,0.99283475
चुनाव बहिष्कार गरी मसाल जुलुस निकाल्ने वैद्य निकट विद्यार्थीहरु समातिए,चिकित्सकहरू नजिकका विद्यार्थीहरूलाई मसला टिपेर निकाल्दै पक्रिए,0.99821705
पैसामा पनि भोट आउँदो रहेछ,पैसाको बारेमा पनि मतदान आइरहेछ,0.99818474
गोकुल बाँस्कोटाले धोका दिएको भन्दै बनेपाका मेयरले गरे एमाले परित्याग,गोकुल बास्कोट भन्छन् उनी निराश भएका छन्,0.9974578
खयर केही छैन उहाले ब्यक्तिको इज्जत नराखेनी रक्सिको इज्जत चै राख्दिन भयो संसारका समस्त जडियाले गर्ने नै यहि हो उहाले नि गर्न भयो अखिल नेपाल जड्या संघको एक्यवद्धता छ यस्मा,"उनी व्यक्तिगत आदर गर्दैनन्, उनी मेक्सिको आदर गर्दैनन्, उनी विश्वका सबै मानिसहरूको आदर गर्दैनन्, उनी विश्वका सबै मानिसहरूको आदर गर्दैनन्।",0.9955329
गित संगित समाजको ऐना हो प्रकाश र दुवै गायकले बास्तविकता पस्केकाहुन फरक हिजो एमाले ले र आज माओवादी वर्ग विरोध गर्दैछन राजनीतिक दलहरुलाइ चेतना आओस आगामि दिनमा यस्तो गितहरु नसुन्न विरोध नगर्नलाइ जनता प्रति उदरदायि बनुन्न राजनीतिकदलहरु जय होस मंगल होस,गीत समाजको ऐना हो। प्रकाश र दुवै गायकहरूले वास्तविकता परिवर्तन गरेका छन्। हिजो माओइवादकहरू र आज माओइवादकहरू विरोध गरिरहेका छन्। राजनीतिक दलहरूका लागि जागरुकता आएको छ। राजनीतिक दलहरूले त्यस्ता गीतहरू सुन्ने छैनन् र तिनीहरूको विरोध गर्ने छैनन्। राजनीतिक दलहरूले मानिसहरू प्रति आदर गर्ने छैनन्।,0.9977287
सुर्खेतमा एमाले र कांग्रेस कार्यकर्ताबीच झडप उम्मेदवार घाइते,पाकिस्तान-तर्की-अफगान पक्षले क्षेत्रीय स्थितिबारे छलफल गरे,0.99619555
कांग्रेसमा दम्भ देखियाे माधव नेपाल,कङ्ग्रेसको स्तम्भमा माधव माधव,0.9979699
चुनावमा धाँधली भयो यो संसदमा रेकर्ड गराउन चाहन्छौँ एमाले,हामी यसलाई संसदमा रेकर्ड गर्न चाहन्छौं,0.9952691
चुनावकै मुखमा एमाले माओवादी र कांग्रेस कार्यकर्ताबीच कुटाकुट,"चुनावको सामना गर्दा, म्याओइस्ट र कङ्ग्रेसका अधिकारकर्मीहरू बीचको द्वन्द्व",0.99729234
कमीलाको प्वाँख पलाउन आँटेको हैन भने यस्तो धम्की जायज हैन है अनि काङ्ग्रेस यिनको बिर्ता भएजस्तो पो गर्छिन् त यार यिनले पठाए जाने नत्र नजाने हो भने शेबदेले सभापतिबाट राजिनामा दिए भैगो नि पपेट सभापति बनेर पनि के फुर्ती लगाउनु हौ,"यदि शरीरको आँखा घुम्ने छैन भने, यो राम्रो कुरा होइन, र कङ्ग्रेसले यसलाई जानु भएको जस्तो व्यवहार गर्नेछ । यदि यो जानु हुँदैन भने, यदि तपाईँ अध्यक्ष हुन जाँदै हुनुहुन्छ भने, तपाईँले के गर्नुहुन्छ?",0.9960444
गठबन्धनलाई भोट हाल्नुभएन भने देश दुर्घटनामा जान्छ प्रचण्ड हैन सोझासोझी जनतालाई धम्काउने डर त्रास देखाउने वाहेक केही जानेन्न त यिनले,"यदि गठबन्धनले मत नदियो भने, देश दुर्घटनाग्रस्त हुन्छ। यो गर्मी छ। यो डरलाग्दो छ। यो डरलाग्दो छ।",0.99681914
मधेसमा मतगणनामा सत्तारुढ दलले धाँधली गरेको एमालेको आरोप,इIECले सामगानको गणना गर्दा सत्तारूढ दललाई कपटको आरोप लगाएको छ,0.9985241
भ्रष्टाचार गर्नु भ्रष्टचारी हुनु त छॅदैछ तेसमाथि हाम्रा राज्य राजकीय निकायहरूमा कल्पनाशीलता उद्यमशीलता परिणाममुखी जॅागरको नितान्त अभाव। नेपाली जनताको वेदना,हाम्रो राज्य तथा सरकारी निकायहरूमा कल्पना र उद्यमशीलता माथिको corruption गर्न हो।,0.9974731
कहाँ बाट आयो फेरि एमाले,तिमी कहाँबाट फर्कियौ?,0.9946636
५ भन्दा बडी मत बदर भयो भने निर्वाचन आयोगका प्रमुख आयुक्त र सरकार जवाफदेही हुनेछन । इभोटिङ यो भन्दा सस्तो कम झण्झटिलो हुन्थ्यो । संभव भएको क्षेत्रमा किन लागु गरिएन Cc,"यदि पाँच भन्दा बढी मतहरू हराएमा, निर्वाचन आयोगका मुख्य आयुक्त र सरकारले उत्तरदायी हुने थियो ।",0.9980538
मतगणना स्थलमा स्वतन्त्र उम्मेदवारका प्रतिनिधि राख्न नपाउनु निर्वाचन आयोगको धाँधली हो कि होइन तिमिहरु जनतालाइ आचारसंहिता सिकाउने अन्न खान्छौ कि बिष्ट्याएको,निर्वाचक आयोगलाई निर्वाचक केन्द्रमा स्वतन्त्र प्रत्यायोजनका प्रतिनिधिहरू नराख्नु स्वाभाविक होइन? तपाईँले मानिसहरूलाई आचार सङ्केत सिकाउने खाना खानुहुन्छ?,0.998908
भोट के मा लौरोमा,K-to-vote,0.9944561
यस्तो बेला पनि भरतपुरमा एमालेले जीतेन भने एमाले पार्टी खारौज गर्दे हुन्छ,यदि भारतपुरले विजय प्राप्त गरेन भने पार्टी समस्यामा पर्नेछ,0.99820054
निर्वाचन मार्फत प्रतिगमी षडयन्त्रलाई निस्तेज पार्न सफल भयौं प्रचण्ड Everest Dainik News from Nepal,नेपालबाट इभरेस्ट डेनिक समाचार,0.9949892
निर्वाचन रद्द गराैं देश बचाऔ रेनु दिदिलाई निर्विरोध मयेर घाेषणा गराैं ।। खेलाे खत्तम ।।।,परमेश्वरले मानिसहरूलाई चुन्नु भयो। तर तिनीहरूले चुन्नु भएनन्। परमेश्वरले तिनीहरूलाई बचाउँनु भयो। परमेश्वरले मानिसहरूलाई क्रोधित बनाउनु भयो। परमेश्वरले मानिसहरूलाई दुःखी बनाउनु भयो।,0.9918995
राजधानीमै संजालमै जातको कुरो त्यो पनि भोट को खातिर हामी कति सभ्य र संस्कारी तर मान्छेहरु पक्कै खुश होलान् प्रपोजल लेखेर कर्णाली नै दुगुर्नु परेन खेति खाल्डोमै गर्न मिल्ने भो,"मतदानको लागि, हामी अति सभ्य र सभ्य छौं, तर मानिसहरू निश्चित रूपमा खुशी हुनेछन् ।",0.99529463
नामको अगाडि दलित झुन्डाउनै पर्ने हो बाबुराम जी जातिय राजनिती नगर्न अनुरोध। दलित र गैरदलित भनेर छुट्याउने अधिकार कसले दियो बाहुनले दलितको घरमा चिया खायो भन्न खोजेको होला। तेरिमाटोक्ने,"डालिटको नाम डालिटको अगाडि झुण्डाइनेछ जसले जातिगत शासन माग्यो। जसले डालिट र गैर-डालिटको बीचमा भिन्नता गर्ने अधिकार दियो, बाह्य व्यक्तिले डालिटको घरमा चिया खाएको भन्न प्रयास गर्न सक्दछ।",0.99875724
माल बजारमा आफुले आफैलाई लिलाम गर्न बसेका हरु चितवनमा जगन्नाथ पौडेल को उम्मेदवारी प्रचण्ड र देउवा सँग पैसाको बार्गेनिङ गर्न भन्दैथे तर हिजो ५ बजे देखि ओलिले करोडौं खर्च गरेर उम्मेदवारी दिन लगाएको भन्न थालेछन तिमी बिकाउ माल हरुले सोच्ने नै यति हो धन्यवाद,चितवानमा आफ्नै वस्तुहरू खरिद गर्न बजारमा बसिरहेका मानिसहरू भुवनेश्वरको सरकारबाट पैसा उधार लिन चाहन्छन् भन्ने कुरा गर्दैछन्। तर हिजो अपरान्ह ५ बजेदेखि ओलीले वस्तुहरू खरिद गर्न लाखौं ரூபாய் खर्च गर्न चाहन्छन् भन्ने कुरा गर्दैछन्।,0.99807936
नेता हरु काशी जाने हैनन नेपाल लाइ काशी लगेर डुबाउन्छन त्यो चाइ पक्का हो ढिलो चाडो।,"नेताहरू काशी जाने छैनन्, नेपालले काशी लिनुहुनेछ र यसलाई डुबाउनेछ।",0.9967042
डा भट्टराई भन्छन् जनता एउटा खराबको ठाउँमा अर्को खराबलाई भोट हाल्दैछन्,डा. भट्टराय भन्छन् मानिसहरूले अर्कोको सट्टामा एउटा दुष्टको लागि मत दिन्छन्,0.997588
कांग्रेसमा कम्युनिस्ट शासन आफूलाई प्रधानमन्त्री बनाएको दललाई जिताउन रुखमा बन्चरो हान्दै देउवा,कङ्ग्रेसमा साम्यवादी शासनले आफैलाई प्रधानमन्त्री बनाएको पार्टी जित्न अगाडि बढिरहेको छ,0.99880296
मतदाता कसैका दास हाेईन तर नेपाली काँङ्ग्रेसका गगन थापा र बिश्व प्रकाश शर्मा शेर बहादुर देउवाका दासहरू हुन्।,"कुनै पनि व्यक्ति मतदाताहरूको सेवक होइन, तर नेपालका कांग्रेसका घन थापा र विश्वप्रकाश शर्मा, शेर बहादुर सरकारी सेवकहरू हुन्।",0.99851483
रोल्पाको माडी गाउँपालिका३ तालाबाङमा माओवादी कार्यकर्ताले आक्रमण गर्दा नेपाली कांग्रेसको तर्फबाट वडाध्यक्ष उम्मेदवार मीनबहादुर डाँगी घाइते भएका छन् । माओवादीका स्थानीय नेताले भने आफूहरूमाथि आक्रमण गर्दा प्रतिकार गरेको जनाएको छ ।,"स्थानीय माओवादी नेताहरूले उनीहरूलाई आक्रमण गर्न अस्वीकार गरेको बताए, तिनीहरूलाई लुसाका माली, तालाबाङ ३ मा नेपाली कांग्रेसका राष्ट्रपतिလောင်း मेन बहादुर दानगीलाई आक्रमण गरिरहेका माओवादी अधिकारकर्मीहरूले चोट पुर्याइरहेका बताए ।",0.9992316
जनकपुरमा निर्वाचन प्रचारप्रसारमा भारतीय नम्बरका गाडी र डीजे आतंक,यानाकपुर चुनाव अभियानमा भारतीय कारहरू र डीजी आतंकवाद,0.99857897
